date_of_report,date_of_reports,ref,deceased_name,deceased_names,coroner_name,coroner_area,category,this_report_is_being_sent_to,these_report_are_being_sent_to,url
27/02/2023Ref,,,,,,,,,,https://www.judiciary.uk/prevention-of-future-death-reports/doris-smith-prevention-of-future-deaths-report/
28/02/2023Ref,,,,,,,,,,https://www.judiciary.uk/prevention-of-future-death-reports/stephen-chapple-and-jennifer-chapple-prevention-of-future-deaths-report/
24/02/2023Ref,,,,,,,,,,https://www.judiciary.uk/prevention-of-future-death-reports/sharon-harman-prevention-of-future-deaths-report/
23/02/2023Ref,,,,,,,,,,https://www.judiciary.uk/prevention-of-future-death-reports/anthony-ingram-prevention-of-future-deaths-report/
22/02/2023Ref,,,,,,,,,,https://www.judiciary.uk/prevention-of-future-death-reports/jacqueline-campbell-prevention-of-future-deaths-report/
22/02/2023Ref,,,,,,,,,,https://www.judiciary.uk/prevention-of-future-death-reports/james-parsons-prevention-of-future-deaths-report/
19/02/2023Ref,,,,,,,,,,https://www.judiciary.uk/prevention-of-future-death-reports/stefan-kluibenschadl-prevention-of-future-deaths-report/
17/02/2023Ref,,,,,,,,,,https://www.judiciary.uk/prevention-of-future-death-reports/rachelle-ross-prevention-of-future-deaths-report/
21/02/2023Ref,,,,,,,,,,https://www.judiciary.uk/prevention-of-future-death-reports/andrew-still-prevention-of-future-deaths-report/
20/02/2023Ref,,,,,,,,,,https://www.judiciary.uk/prevention-of-future-death-reports/david-strachan-prevention-of-future-deaths-report/
17/02/2023Ref,,,,,,,,,,https://www.judiciary.uk/prevention-of-future-death-reports/twn-bryn-prevention-of-future-deaths-report/
27/01/2023Ref,,,,,,,,,,https://www.judiciary.uk/prevention-of-future-death-reports/andrew-shirley-prevention-of-future-deaths-report/
19/01/2023Ref,,,,,,,,,,https://www.judiciary.uk/prevention-of-future-death-reports/lance-scott-prevention-of-future-deaths-report/
17/02/2023Ref,,,,,,,,,,https://www.judiciary.uk/prevention-of-future-death-reports/jamie-woods-prevention-of-future-deaths-report/
14/02/2023Ref,,,,,,,,,,https://www.judiciary.uk/prevention-of-future-death-reports/stephen-preston-prevention-of-future-deaths-report/
15/02/2023Ref,,,,,,,,,,https://www.judiciary.uk/prevention-of-future-death-reports/raniya-khan-prevention-of-future-deaths-report/
14/02/2023Ref,,,,,,,,,,https://www.judiciary.uk/prevention-of-future-death-reports/john-abrahams-prevention-of-future-deaths-report/
13/02/2023Ref,,,,,,,,,,https://www.judiciary.uk/prevention-of-future-death-reports/michael-poulton-prevention-of-future-deaths-report/
13/02/2023Ref,,,,,,,,,,https://www.judiciary.uk/prevention-of-future-death-reports/michael-roberts-prevention-of-future-deaths-report/
13/02/2023Ref,,,,,,,,,,https://www.judiciary.uk/prevention-of-future-death-reports/hannah-warren-prevention-of-future-deaths-report/
13/02/2023Ref,,,,,,,,,,https://www.judiciary.uk/prevention-of-future-death-reports/steven-easdale-prevention-of-future-deaths-report/
22/07/2022Ref,,,,,,,,,,https://www.judiciary.uk/prevention-of-future-death-reports/christopher-ryan-prevention-of-future-deaths-report/
10/02/2023Ref,,,,,,,,,,https://www.judiciary.uk/prevention-of-future-death-reports/celia-sanderson-prevention-of-future-deaths-report/
10/02/2023Ref,,,,,,,,,,https://www.judiciary.uk/prevention-of-future-death-reports/sandra-lomax-prevention-of-future-deaths-report/
09/02/2023Ref,,,,,,,,,,https://www.judiciary.uk/prevention-of-future-death-reports/george-kearsey-prevention-of-future-deaths-report/
07/02/2023Ref,,,,,,,,,,https://www.judiciary.uk/prevention-of-future-death-reports/richard-kew-prevention-of-future-deaths-report/
19/01/2023Ref,,,,,,,,,,https://www.judiciary.uk/prevention-of-future-death-reports/michael-allen-prevention-of-future-deaths-report/
08/02/2023Ref,,,,,,,,,,https://www.judiciary.uk/prevention-of-future-death-reports/stephen-wood-prevention-of-future-deaths-report/
07/02/2023Ref,,,,,,,,,,https://www.judiciary.uk/prevention-of-future-death-reports/ania-sohail-prevention-of-future-deaths-report/
02/02/2023Ref,,,,,,,,,,https://www.judiciary.uk/prevention-of-future-death-reports/mary-white-prevention-of-future-deaths-report/
04/02/2023Ref,,,,,,,,,,https://www.judiciary.uk/prevention-of-future-death-reports/patricia-green-prevention-of-future-deaths-report/
04/02/2023Ref,,,,,,,,,,https://www.judiciary.uk/prevention-of-future-death-reports/kirsty-mckie-prevention-of-future-deaths-report/
04/02/2023Ref,,,,,,,,,,https://www.judiciary.uk/prevention-of-future-death-reports/benjamin-stanley-prevention-of-future-deaths-report/
26/02/2023Ref,,,,,,,,,,https://www.judiciary.uk/prevention-of-future-death-reports/katie-wilkins-prevention-of-future-deaths-report/
02/02/2023Ref,,,,,,,,,,https://www.judiciary.uk/prevention-of-future-death-reports/daniel-futers-prevention-of-future-deaths-report/
02/02/2023Ref,,,,,,,,,,https://www.judiciary.uk/prevention-of-future-death-reports/jason-williams-prevention-of-future-deaths-report/
01/02/2023Ref,,,,,,,,,,https://www.judiciary.uk/prevention-of-future-death-reports/hugo-carlos-prevention-of-future-deaths-report/
31/01/2023Ref,,,,,,,,,,https://www.judiciary.uk/prevention-of-future-death-reports/donald-brown-prevention-of-future-deaths-report/
27/01/2023Ref,,,,,,,,,,https://www.judiciary.uk/prevention-of-future-death-reports/jayden-booroff-prevention-of-future-deaths-report/
31/01/2023Ref,,,,,,,,,,https://www.judiciary.uk/prevention-of-future-death-reports/nathan-forrester-prevention-of-future-deaths-report/
31/01/2023Ref,,,,,,,,,,https://www.judiciary.uk/prevention-of-future-death-reports/samantha-boazman-prevention-of-future-deaths-report/
31/01/2023Ref,,,,,,,,,,https://www.judiciary.uk/prevention-of-future-death-reports/david-nash-prevention-of-future-deaths-report/
30/01/2023Ref,,,,,,,,,,https://www.judiciary.uk/prevention-of-future-death-reports/felice-banfield-prevention-of-future-deaths-report/
07/12/2022Ref,,,,,,,,,,https://www.judiciary.uk/prevention-of-future-death-reports/joan-ferguson-prevention-of-future-deaths-report/
27/01/2023Ref,,,,,,,,,,https://www.judiciary.uk/prevention-of-future-death-reports/toby-barwick-prevention-of-future-deaths-report/
26/01/2023Ref,,,,,,,,,,https://www.judiciary.uk/prevention-of-future-death-reports/zachary-klement-prevention-of-future-deaths-report/
26/01/2023Ref,,,,,,,,,,https://www.judiciary.uk/prevention-of-future-death-reports/matthew-dale-prevention-of-future-deaths-report/
25/01/2023Ref,,,,,,,,,,https://www.judiciary.uk/prevention-of-future-death-reports/andrew-largin-prevention-of-future-deaths-report/
25/01/2023Ref,,,,,,,,,,https://www.judiciary.uk/prevention-of-future-death-reports/rita-taylor-prevention-of-future-deaths-report/
17/01/2023Ref,,,,,,,,,,https://www.judiciary.uk/prevention-of-future-death-reports/john-henderson-prevention-of-future-deaths-report/
11/01/2023Ref,,,,,,,,,,https://www.judiciary.uk/prevention-of-future-death-reports/ashley-bullard-prevention-of-future-deaths-report/
20/01/2023Ref,,,,,,,,,,https://www.judiciary.uk/prevention-of-future-death-reports/michael-holmes-prevention-of-future-deaths-report/
20/01/2023Ref,,,,,,,,,,https://www.judiciary.uk/prevention-of-future-death-reports/sophia-ayuk-prevention-of-future-deaths-report/
19/01/2023Ref,,,,,,,,,,https://www.judiciary.uk/prevention-of-future-death-reports/nicholas-dumphreys-prevention-of-future-deaths-report/
20/01/2023Ref,,,,,,,,,,https://www.judiciary.uk/prevention-of-future-death-reports/dorothy-jones-prevention-of-future-deaths-report/
19/01/2023Ref,,,,,,,,,,https://www.judiciary.uk/prevention-of-future-death-reports/joseph-price-prevention-of-future-deaths-report/
18/01/2023Ref,,,,,,,,,,https://www.judiciary.uk/prevention-of-future-death-reports/lyn-brind-prevention-of-future-deaths-report/
19/01/2023Ref,,,,,,,,,,https://www.judiciary.uk/prevention-of-future-death-reports/derek-larkin-prevention-of-future-deaths-report/
16/01/2023Ref,,,,,,,,,,https://www.judiciary.uk/prevention-of-future-death-reports/sean-duignan-prevention-of-future-deaths-report/
12/01/2023Ref,,,,,,,,,,https://www.judiciary.uk/prevention-of-future-death-reports/gary-cooper-prevention-of-future-deaths-report/
17/01/2023Ref,,,,,,,,,,https://www.judiciary.uk/prevention-of-future-death-reports/teegan-barnard-prevention-of-future-deaths-report/
11/01/2023Ref,,,,,,,,,,https://www.judiciary.uk/prevention-of-future-death-reports/leroy-hamilton-prevention-of-future-deaths-report/
11/01/2023Ref,,,,,,,,,,https://www.judiciary.uk/prevention-of-future-death-reports/lucy-jones-prevention-of-future-deaths-report/
02/09/2022Ref,,,,,,,,,,https://www.judiciary.uk/prevention-of-future-death-reports/jennifer-wong-prevention-of-future-deaths-report/
11/01/2023Ref,,,,,,,,,,https://www.judiciary.uk/prevention-of-future-death-reports/carol-welch-prevention-of-future-deaths-report/
06/03/2020,,2020-0061,,,Richard Brittain,Inner North LondonCategory,,,,https://www.judiciary.uk/prevention-of-future-death-reports/inner-north-london-coroner-area-prevention-of-future-deaths-report/
04/01/2023Ref,,,,,,,,,,https://www.judiciary.uk/prevention-of-future-death-reports/sylvia-price-prevention-of-future-deaths-report/
31/12/2022Ref,,,,,,"Hampshire, Portsmouth and SouthamptonCategory",,,,https://www.judiciary.uk/prevention-of-future-death-reports/anthony-blower-prevention-of-future-deaths-report/
06/01/2023Ref,,,,,,,,,,https://www.judiciary.uk/prevention-of-future-death-reports/kyriacos-athanasis-prevention-of-future-deaths-report/
05/01/2023Ref,,,,,,,,,,https://www.judiciary.uk/prevention-of-future-death-reports/floyd-carruthers-prevention-of-future-deaths-report/
30/12/2022Ref,,,,,,,,,,https://www.judiciary.uk/prevention-of-future-death-reports/gavin-pedleham-prevention-of-future-deaths-report/
30/12/2022Ref,,,,,,,Accident at Work and Health and Safety related deathsThis report is being sent to,,,https://www.judiciary.uk/prevention-of-future-death-reports/malcolm-basten-prevention-of-future-deaths-report/
30/12/2022Ref,,,,,,,,,,https://www.judiciary.uk/prevention-of-future-death-reports/jordan-pry-prevention-of-future-deaths-report/
03/01/2023Ref,,,,,,,,,,https://www.judiciary.uk/prevention-of-future-death-reports/beryl-ellison-prevention-of-future-deaths-report/
24/10/2022Ref,,,,,,,,,,https://www.judiciary.uk/prevention-of-future-death-reports/terri-malone-prevention-of-future-deaths-report/
25/05/2022Ref,,,,,,,,,,https://www.judiciary.uk/prevention-of-future-death-reports/ryan-taylor-prevention-of-future-deaths-report/
10/11/2022Ref,,,,,,,,,,https://www.judiciary.uk/prevention-of-future-death-reports/michael-smith-prevention-of-future-deaths-report/
28/12/2022Ref,,,,,,,,,,https://www.judiciary.uk/prevention-of-future-death-reports/emma-powell-prevention-of-future-deaths-report/
28/05/2022Ref,,,,,,,,,,https://www.judiciary.uk/prevention-of-future-death-reports/hayley-smith-prevention-of-future-deaths-report/
13/12/2022Ref,,,,,,,,,,https://www.judiciary.uk/prevention-of-future-death-reports/akeem-rhoden-prevention-of-future-deaths-report/
22/12/2022Ref,,,,,,,,,,https://www.judiciary.uk/prevention-of-future-death-reports/glenys-phipps-prevention-of-future-deaths-report/
21/12/2022Ref,,,,,,,,,,https://www.judiciary.uk/prevention-of-future-death-reports/angeline-phillips-prevention-of-future-deaths-report/
22/12/2022Ref,,,,,,,,,,https://www.judiciary.uk/prevention-of-future-death-reports/allah-ismail-prevention-of-future-deaths-report/
26/11/2022Ref,,,,,,,,,,https://www.judiciary.uk/prevention-of-future-death-reports/john-lawler-prevention-of-future-deaths-report/
21/12/2022,,2022-0409,Donald Hooker,,Lorraine Harris,East Riding and Hull,Road (Highways Safety) related deaths,Department for Transport and Transport Research Laboratory,,https://www.judiciary.uk/prevention-of-future-death-reports/donald-hooker-prevention-of-future-deaths-report/
19/12/2022Ref,,,,,,,,,,https://www.judiciary.uk/prevention-of-future-death-reports/mollie-stansfield-prevention-of-future-deaths-report/
20/12/2022Ref,,,,,,,,,,https://www.judiciary.uk/prevention-of-future-death-reports/alexander-braund-prevention-of-future-deaths-report/
20/12/2022,,2022-0406,Carl Ellson,,Louise Hunt,Birmingham and SolihullCategory,,,,https://www.judiciary.uk/prevention-of-future-death-reports/carl-ellson-prevention-of-future-deaths-report/
16/12/2022,,2022-0405,Jack Knapman,,Philip Barlow,NorthamptonshireCategory,,,,https://www.judiciary.uk/prevention-of-future-death-reports/jack-knapman-prevention-of-future-deaths-report/
13/12/2022,,2022-0404,Yvonne Rankin,,Rachel Knight,South Wales CentralCategory,,,,https://www.judiciary.uk/prevention-of-future-death-reports/yvonne-rankin-prevention-of-future-deaths-report/
16/12/2022,,2022-0403,Zef Eisenberg,,Jon Heath,North Yorkshire and City of YorkCategory,,,,https://www.judiciary.uk/prevention-of-future-death-reports/zef-eisenberg-prevention-of-future-deaths-report/
11/12/2022,,2022-0402,Hadley Savory,,Ian Brownhill,North East KentCategory,,,,https://www.judiciary.uk/prevention-of-future-death-reports/hadley-savory-prevention-of-future-deaths-report-2/
15/12/2022,,2022-0401,Neal Saunders,,Heidi Connor,BerkshireCategory,,,,https://www.judiciary.uk/prevention-of-future-death-reports/neal-saunders-prevention-of-future-deaths-report/
14/12/2022,,2022-0400,Fatima Abukar,,Graeme IrvineCoroner Area,,,,,https://www.judiciary.uk/prevention-of-future-death-reports/fatima-abukar-prevention-of-future-deaths-report/
07/12/2022,,2022-0399,Josie Archer-Smith,,James Dillon,Mid Kent and MedwayCategory,,,,https://www.judiciary.uk/prevention-of-future-death-reports/josie-archer-smith-prevention-of-future-deaths-report/
28/10/2022,,2022-0398,Jade Hutchings,,Penelope Schofield,West SussexCategory,,Sussex Police and Police and Crime Commissioner,,https://www.judiciary.uk/prevention-of-future-death-reports/jade-hutchings-prevention-of-future-deaths-report/
12/12/2022,,2022-0397,Lewis Johnson,,Kevin McLoughlin,West Yorkshire (Eastern)Category,,,,https://www.judiciary.uk/prevention-of-future-death-reports/lewis-johnson-prevention-of-future-deaths-report/
08/12/2022,,2022-0396,Mervyn Holbrook,,Adam Hodson,Birmingham and SolihullCategory,,,,https://www.judiciary.uk/prevention-of-future-death-reports/mervyn-holbrook-prevention-of-future-deaths-report/
08/12/2022,,2022-0395,Tracy Brown,,Robert Simpson,"Hampshire, Portsmouth and SouthamptonCategory",,,,https://www.judiciary.uk/prevention-of-future-death-reports/tracy-brown-prevention-of-future-deaths-report/
